Region,ID,Classification,Metro,Address,Facility,Data Center,Contact,Location (Relative to Airport),Colocation Gross SQ FT,Colocation Gross SQ M,Building Type,Parking,Floor Type,Floor Load Capacity,Flood Plain Info,Rating Range,Seismic Design Category,Fire Suppression,Power and Cooling Density,Utility Feeders,UPS Configuration,UPS Redundancy,Standby Power Configuration,Standby Power Redundancy,Cooling Configuration,Cooling Redundancy,Security (Physical),Security (Human),Security (Electronic),Amenities,Products and Services (Colocation ),Products and Services (Interconnection),Products and Services (Services),Products and Services (Packaged Solutions),Certifications,Green By Design,Reliability
HEX 8/9 High Sensitivity Smoke Detection, Hi Fog, Double knock activation","HEX 6/7 - 2 kVA per Cabinet
HEX 8/9 - 1.0 - 1.5 kVA per Cabinet","HEX 6/7 - 6 x 1,950 kVA
HEX 8/9 - 4 x 1,375 kVA","HEX 6/7 - Parallel redundant on floors 8 & 9 with distributed redundant on floors 3, 4, 5 & 6
HEX 8/9 - Parallel redundant",N+1,"HEX 6/7 - 3 x 2500KVA at N+1 floors 1-6; 2 x 1700 kVA at N floors 7-9
HEX8/9 - 2 x 2500 kVA  and 2 x 550 Diesel Generators",N+1,"HEX 6/7 - 4 X Chillers floors 1-6, 3 x Chillers plus DX condense floors 7-9
HEX 8/9 - 12 x DAC units plus DX condense",N+1,"HEX 6/7 - Segregated Security Access Area, Man Trap entry to floors; HEX 8/9 - Anti-tailgate barriers",24x7 security officers,"Card Readers, Biometric Readers, Fiber Vault, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Showers
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001","Solar panels, Free cooling",

EMEA,LD9,IBX,London,Unit 2 Powergate Business Park Volt Avenue London NW10 6PW United Kingdom,,x,+44 (0)20 8453 3650 info@eu.equinix.com,"34.2 mi (34.2 km) to London City Airport (LCY), 34.2 mi (34.2 km) to Stansted Airport (STN), 12.3 mi (19.7 km) to Heathrow Airport (LHR), 38.5 mi (61.9 km) to London Gatwick Airport (LGW)","Powergate 1-8: 46,467; Powergate 9-20: 47,479","Powergate 1-8: 4,317;  Powergate 9-20: 4,411","2 Floors, Prefabricated Metal Sandwich Panel, Precast Concrete",Adjacent to building (no charge),Raised,Powergate 1-8 - 256 psf (1250 kg/m2); Powergate 9-20 - 307 psf (1500 kg/m2),Low,,Low,High sensitivity smoke detection system Yes Type of fire suppression system HI-FOG. Double knock activation,2 kW per Cabinet with the ability for 20kW per rack,"Powergate 1-8 - 2 x 10 MVA
Powergate 9-20 - 2 x 20 MVA",2N,"Powergate 1-8 - 2(N+1)
Powergate 9-20 - N+1 to 2N","Powergate 1-8 - 8 x 2.5 MVA Diesel Generators
Powergate 9-20 - 6 x 2.5 MVA Diesel Generators",N+1,"Powergate 1-8 - 8 x Chillers
Powergate 9-20 - 3 x Chillers with evaporative cooling towers",N+1,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers, Fiber Vault, Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Showers
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"PCI -DSS, ISO 9001, ISO 14001, ISO 18001, ISO 22301, ISO 27001, ISO 50001","Free cooling, Green energy, Rain water harvesting",

EMEA,MA1,IBX,Manchester,Unit 3 Williams House Manchester Science Park Lloyd Street North Manchester M15 6SE United Kingdom,,x,+44 (0)20 7001 0000 info@eu.equinix.com,7.5 mi (12.07 km) to Manchester Airport (MAN),"17,964","1,669",1 Floor,Adjacent to building (no charge),Raised,1225 kg/m2 (250 psf),,,Low,Manual fire supresion.,1.0 - 1.5 kVA per Cabinet,1 x 900 kVA                                                        1 x 800 kVA,Parallel Redundant,N+1,1 x 800 KW                                                        1 x 600 KW IT Generators                              2 x 264 KW Mech Generators,N,Chilled water / DX,N+1,"Man Trap Entry, Proximity Access Card",24x7 security officers,"Card Readers, Biometric Readers, Fiber Vault, Biometric Readers (optional), Motion Detection","Crash Carts
WiFi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, EU Business Suites","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, ISO 18001, ISO 9001, ISO 22301, ISO 50001, ISO 14001",,

EMEA,MA2,IBX,Manchester,Reynolds House Manchester Technopark4 Archway Manchester  M15 5RN United Kingdom,x,x,+44 (0)20 7001 0000 info@eu.equinix.com,7.3 mi (11.7 km) to Manchester Airport (MAN),"20,526","1,907",3 Floors,Adjacent to building (no charge),Raised,1500 kg/m2 (307 psf),,,Low,"High sensitivity smoke detection system, Automatic FM200 and Argonite, Double knock activation",2.5 - 3.5 kVA per Cabinet,"1 X 1,500 kVA                                                     2 x 2,000 kVA",Parallel  redundant,N+1,"2 x 1,500 kVA (N+1)
2 x 2,200 kVA",N,DX CRAC units,N+1,"Man Trap Entry, Proximity access card",24x7 security officers,"Card Readers, Fiber Vault, CCTV and Recorders, Motion Detection","Breakroom
Showers
Crash Carts
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, ISO 9001, ISO 22301, ISO 50001, ISO 14001",,

EMEA,MA3,IBX,Manchester,Joule House 76 Trafford Wharf Road Trafford Park Manchester  M17 1HE United Kingdom,x,x,"+44 (0)20 7001 0000 
info@eu.equinix.com",9.4 mi (15.1 km) to Manchester Airport (MAN),"28,664","2,663","2 Floors, Steel frame with in situ concrete slabs",Adjacent to building (no charge),Raised,1200 kg/m2 (245 psf),Low flood risk,,Low,High sensitivity smoke detection system; Water mist (Marioff Hi-Fog). Double knock activation,20 kW per Rack,"2 x 3,465 kVA",2N,2N,"4 x 2, 036 kW Generators",N+1,Chilled water with evaporative cooling towers,N+1,"Man Trap Entry, Single entry point
CCTV surveillance, Proximity Access Card + PIN, Biometrics _ iris scan",8:30 to 4:30 security officers,"Card Readers, Biometric Readers, PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Showers
Crash Carts
WiFi
Build Room
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Storage, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001",,

EMEA,MA4,IBX,Manchester,Unit 4 Synergy House Manchester Science Park Guildhall Close Manchester M15 6SY United Kingdom,,x,"+44 (0)20 7001 0000 
info@eu.equinix.com",7.7 mi (12.3 km) to Manchester Airport (MAN),"12,948","1,203",2 Floors,Adjacent to building (no charge),Raised,1225 kg/m2 (250 psf),,,Low,"High sensitivity smoke detection system.  Automatic FM200 and Argonite, Double knock activation",1.0 - 8.0 kVA per Cabinet,2 x 2 MVA                                                           1 x 1 MVA,Block redundant,N+1,"2 x 1, 340 kW                                                    1 x 1, 200 kW",N,DX CRAC units,N+1,"Man Trap Entry, Proximity access card",24x7 security officers,"Man Trap Entry, Card Readers, Fiber Vault., PIN + Card Readers, CCTV and Recorders, Motion Detection",,"Private Cage, Secure Cabinet, AC Power Circuits, Storage, Antenna","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, PCI-DSS, HIPPA, ISO 9001, ISO 22301, ISO 50001",,

APAC,TY6,IBX,Tokyo,"T Bldg., 2-2-43, Higashi-shinagawa, Shinagawa-ku, Tokyo, Japan 140-0002",x,x,"03-6402-6970 (Phone - Japan)
Email: sales-jp@ap.equinix.com",13.5 km (8.4 miles) from Haneda International Airport (HND),"74,024","6,877","5-story, steel structure and seismically strengthened building",Private and Public Parking,Raised,307 psf (14.71 kN/mÃ‚Â_),N/A,,NA,"Fire detection: VESDA, fire alarm system with smoke detectors
Fire extinguishing systems
Fire Suppression: Nitrogen Extinguishing System","2.0kVA to 6.0 KVA
 per Cabinet",2,"Block Redundant
Parallel Redundant",N+1,625kVA Ãƒâ€” 2 & 1250kVA x 1 diesel generators; 3000kVA x 3 gas turbine generators,N,"Air conditioner N+1 configuration, DX CRAC units",N+20%,Man Trap Entry,24x7 security officers,"IC Card Reader, Continuous CCTV Recording (90-day archival)   ","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, IBXflexTM Office and Storage","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",Smart Hands,,ISO:9001,,

APAC,TY5,IBX+,Tokyo,"1-10-19, Edagawa, Koto-ku, Tokyo, Japan 135-0051",x,x,"Support: 0066.3384.0073 (Japan)
or +81.3.4520.8118 (international calls)
Email: ServiceDesk.JP@equinix.com",7.5 miles (12 km) from Haneda International Airport (HND),"26,322","1,888","4-story Building, Steel Structure and Earthquake resistant construction","Public street parking and carpark
space available ",Raised,246psf (11.77 kN/m2),NA,4 - 12 kVA per cabinet ,N/A,"VESDA, fire alarm system
with smoke detection,Nitrogen fire gas
suppression system",4 - 12 kVA per cabinet ,2,,N+1 ,,N+1,,N+20%,Man Trap Entry,24x7 Security Officers,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",Smart Hands ,," SSAE16 SOC-1 Type ll (Targeted)
 ISO/IEC 27001: 2013 (Targeted) ",LEED Gold (Targeted) ,

APAC,SY4,IBX+,Sydney,"200 Bourke Road, 
Alexandria, Sydney 
NSW 2015
Australia",x,x,"Support: +1.800.172.417 (Australia)
or +61.3.8820.5505 (international calls)
Email: ServiceDesk@equinix.com","5.6 km (3.5 miles) from
Sydney Airport (SYD)","136,500","12,680 (Full Built)","2-story reinforced concrete
building",Adjacent to building (no charge),Raised,261 psf (12.5 kN/m2),N/A,1.7 kVA - 3.7 kVA per cabinet,NA,"VEWFD system per NFPA 76. Pre-action sprinkler system, up to 11 zones/floor total; gas suppression system (water mist) can be added ",1.7 kVA - 3.7 kVA per cabinet,2,Block Redundant,N+1,"Phase 1 (2 x 3.0 MVA generators)
and Phase 2 (2 x 3.0 MVA generators) (Up to 8 sets of 3.0 MVA generators at full build)",N+1,Indirect Evaporative Cooling Air Handling Units (IDEC) serving white space and UPS switch rooms,N+20%,Man Trap Entry,24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Cross Connects, Campus Cross Connect",,,,LEED Silver (Targeted),
